judul;tanggal;penulis;isi_;url
Arsjad Rasjid Ogah Suuzan Kunker Jokowi Ikuti Lokasi Kampanye Ganjar;Kamis, 07 Des 2023;CNN Indonesia;Ketua Tim Pemenangan Nasional (TPN) Ganjar-Mahfud, Arsjad Rasjid, mengaku tak mau berburuk sangka soal kesamaan daerah kunjungan kerja Presiden Joko Widodo dengan lokasi kampanye Ganjar Pranowo dalam sepekan terakhir.;https://www.cnnindonesia.com/nasional/20231207002059-617-1033899/arsjad-rasjid-ogah-suuzan-kunker-jokowi-ikuti-lokasi-kampanye-ganjar
Anies Janji Kembangkan Drone untuk Kirim Logistik ke Daerah Terpencil;Kamis, 07 Des 2023;CNN Indonesia;Capres nomor urut 1 Anies Baswedan berjanji akan mengembangkan teknologi drone atau pesawat nirawak. Pengembangan itu diperlukan sehingga drone jadi sarana transportasi distribusi logistik ke daerah terpencil.;https://www.cnnindonesia.com/nasional/20231207000613-617-1033898/anies-janji-kembangkan-drone-untuk-kirim-logistik-ke-daerah-terpencil
Cak Imin: Isu Mental Health Fakta Beratnya Tantangan Hidup Anak Muda;Kamis, 07 Des 2023;CNN Indonesia;Cawapres nomor urut 1, Muhaimin Iskandar alias Cak Imin, buka suara soal kesehatan mental yang semakin kerap disoroti dan dialami kaum muda Indonesia. Menurutnya, itu muncul akibat sulitnya menjawab tantangan hidup yang mereka hadapi.;https://www.cnnindonesia.com/nasional/20231206234710-617-1033897/cak-imin-isu-mental-health-fakta-beratnya-tantangan-hidup-anak-muda
Mahfud Duga Milenial dan Gen Z Apatis Politik Cuma di TikTok;Rabu, 06 Des 2023;CNN Indonesia;Calon wakil presiden nomor urut tiga, Mahfud MD, menduga apatisme politik di kalangan milenial maupun gen Z hanya ada di media sosial, seperti Tiktok. Dugaan itu muncul karena situasi itu berbeda dengan yang ia temukan langsung.;https://www.cnnindonesia.com/nasional/20231206231641-617-1033896/mahfud-duga-milenial-dan-gen-z-apatis-politik-cuma-di-tiktok
Gibran Buka Suara Soal Absen Acara Dialog TV Bareng Cawapres Lain;Rabu, 06 Des 2023;CNN Indonesia;Cawapres nomor urut 2, Gibran Rakabuming Raka, buka suara terkait absen dari acara dialog bersama calon wakil presiden di salah satu stasiun televisi nasional malam ini, Rabu (6/12).;https://www.cnnindonesia.com/nasional/20231206230957-617-1033894/gibran-buka-suara-soal-absen-acara-dialog-tv-bareng-cawapres-lain
KPU Tegaskan Capres Tak Boleh Bicara dalam Sesi Debat Cawapres;Rabu, 06 Des 2023;CNN Indonesia;Komisi Pemilihan Umum (KPU) menegaskan calon presiden (capres) tidak diperbolehkan bicara saat sesi debat wakil presiden (wapres) berlangsung. Begitu pun sebaliknya, cawapres tak diizinkan bicara dalam sesi debat capres.;https://www.cnnindonesia.com/nasional/20231206224154-617-1033890/kpu-tegaskan-capres-tak-boleh-bicara-dalam-sesi-debat-cawapres
RK: TKD Prabowo-Gibran Komitmen Dukung Netralitas ASN TNI/Polri;Rabu, 06 Des 2023;CNN Indonesia;Tim Kampanye Daerah (TKD) Jawa Barat pasangan calon presiden dan calon wakil presiden Prabowo Subianto-Gibran Rakabuming Raka menegaskan komitmen pada netralitas ASN, TNI/Polri dalam kontestasi Pemilihan Presiden (Pilpres) 2024.;https://www.cnnindonesia.com/nasional/20231206214910-617-1033887/rk-tkd-prabowo-gibran-komitmen-dukung-netralitas-asn-tni-polri
KPU Usai Rapat 3 Tim Paslon: Tak Ada Usulan Debat Pakai Bahasa Inggris;Rabu, 06 Des 2023;CNN Indonesia;Komisi Pemilihan Umum (KPU) mengaku tak mendapat usulan debat menggunakan bahasa Inggris dalam rapat koordinasi bersama tiga tim calon presiden (capres) dan wakil presiden (cawapres).;https://www.cnnindonesia.com/nasional/20231206204351-617-1033877/kpu-usai-rapat-3-tim-paslon-tak-ada-usulan-debat-pakai-bahasa-inggris
9 Tokoh Lintas Agama Desak Netralitas Aparat di Pemilu 2024;Rabu, 06 Des 2023;CNN Indonesia;Delapan tokoh lintas agama yang tergabung dalam Forum Peduli Indonesia membacakan 9 poin harapan di Pemilu 2024 hingga ajakan merespons situasi politik nasional yang sedang terjadi.;https://www.cnnindonesia.com/nasional/20231206200444-617-1033863/9-tokoh-lintas-agama-desak-netralitas-aparat-di-pemilu-2024
Heru soal Gibran Bagi-bagi Susu di CFD: Tugas Bawaslu Tegakkan Aturan;Rabu, 06 Des 2023;CNN Indonesia;Pj Gubernur DKI Jakarta Heru Budi Hartono buka suara usai disentil Bawaslu DKI Jakarta terkait potensi pelanggaran kampanye yang dilakukan oleh cawapres nomor urut 2, Gibran Rakabuming karena membagi-bagikan susu di arena car free day (CFD) di Bundaran Hotel Indonesia, Jakarta Pusat.;https://www.cnnindonesia.com/nasional/20231206193724-617-1033848/heru-soal-gibran-bagi-bagi-susu-di-cfd-tugas-bawaslu-tegakkan-aturan
Format Debat Pilpres 2024: Sesi Debat Cawapres Tetap Didampingi Capres;Rabu, 06 Des 2023;CNN Indonesia;Komisi Pemilihan Umum (KPU) membeberkan gambaran format dan komposisi debat calon presiden (capres) dan wakil presiden (wapres) untuk Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231206192243-617-1033842/format-debat-pilpres-2024-sesi-debat-cawapres-tetap-didampingi-capres
Strategi PAN Gaet Suara Milenial di Pemilu 2024;Rabu, 06 Des 2023;Info Politik |  CNN Indonesia;Memasuki masa kampanye terbuka untuk Pemilu 2024, semua partai politik memanfaatkan media sosial untuk ajang promosinya. Demikian juga dengan Partai Amanat Nasional (PAN) yang tidak ketinggalan.;https://www.cnnindonesia.com/nasional/20231206183912-633-1033828/strategi-pan-gaet-suara-milenial-di-pemilu-2024
TNI AD Bantah Lapangan Rindam Jaya Dipakai Acara Doa Prabowo-Gibran;Rabu, 06 Des 2023;CNN Indonesia;Beredar poster berisi agenda acara doa bersama untuk pasangan calon nomor urut 2 Pipres 2024 Prabowo Subianto-Gibran Rakabuming di lapangan Rindam Jaya, Condet, Jakarta Timur.;https://www.cnnindonesia.com/nasional/20231206183408-20-1033827/tni-ad-bantah-lapangan-rindam-jaya-dipakai-acara-doa-prabowo-gibran
Bawaslu Peringatkan Gibran soal Bagi-bagi Susu di CFD;Rabu, 06 Des 2023;CNN Indonesia;Badan Pengawas Pemilu (Bawaslu) RI memberikan peringatan untuk cawapres nomor urut 2, Gibran Rakabuming Raka karena diduga melakukan aktivitas politik di arena car free day (CFD), Bundaran HI, Jakarta beberapa waktu lalu.;https://www.cnnindonesia.com/nasional/20231206142406-617-1033654/bawaslu-peringatkan-gibran-soal-bagi-bagi-susu-di-cfd
Eks Kader Demokrat Dokter Berlian Idris Resmi Gabung Timnas AMIN;Rabu, 06 Des 2023;CNN Indonesia;Eks kader partai Demokrat Berlian Idris resmi bergabung ke Tim Pemenangan Nasional (Timnas) Anies Baswedan-Muhaimin Iskandar (AMIN) di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231206175750-617-1033796/eks-kader-demokrat-dokter-berlian-idris-resmi-gabung-timnas-amin
Pendiri dan Eks Kader Demokrat Dukung Anies-Muhaimin di Pilpres 2024;Rabu, 06 Des 2023;CNN Indonesia;Sejumlah pendiri dan mantan kader Partai Demokrat yang tergabung dalam kelompok relawan Bintang Mercy Perubahan menyatakan dukungan kepada pasangan calon nomor urut 1, Anies Baswedan dan Muhaimin Iskandar (AMIN) di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231206160005-617-1033733/pendiri-dan-eks-kader-demokrat-dukung-anies-muhaimin-di-pilpres-2024
Timnas AMIN Bentuk Tim Pakar Persiapkan Debat Capres-Cawapres;Rabu, 06 Des 2023;CNN Indonesia;Juru Bicara Timnas Pemenangan Anies Baswedan-Muhaimin Iskandar (AMIN) Indra Charismiadji menyebut pasangan calon nomor urut 1 telah membentuk tim khusus yang berisi para pakar untuk mempersiapkan debat capres-cawapres yang digelar KPU.;https://www.cnnindonesia.com/nasional/20231206153005-617-1033695/timnas-amin-bentuk-tim-pakar-persiapkan-debat-capres-cawapres
TPN Ganjar-Mahfud Lebih Ingin Debat Pilpres Pakai Bahasa Indonesia;Rabu, 06 Des 2023;CNN Indonesia;Juru Bicara Tim Pemenangan Nasional (TPN) Ganjar Pranowo-Mahfud MD, Sunanto tidak setuju dengan usulan debat kandidat Pilpres 2024 dilakukan menggunakan Bahasa Inggris.;https://www.cnnindonesia.com/nasional/20231206141649-617-1033675/tpn-ganjar-mahfud-lebih-ingin-debat-pilpres-pakai-bahasa-indonesia
Timses 3 Paslon Hadir di KPU, Bahas Format Debat;Rabu, 06 Des 2023;CNN Indonesia;Perwakilan tim kampanye dari ketiga pasangan calon presiden (capres) dan wakil presiden (wapres) hadir dalam rapat koordinasi dengan Komisi Pemilihan Umum (KPU) pada hari ini, Rabu (6/12).;https://www.cnnindonesia.com/nasional/20231206154224-617-1033714/timses-3-paslon-hadir-di-kpu-bahas-format-debat
KPU Coret Caleg PDIP Berstatus Polisi Aktif;Rabu, 06 Des 2023;CNN Indonesia;Komisi Pemilihan Umum (KPU) Pinrang, Sulawesi Selatan mencoret calon legislatif (Caleg) Pemilu 2024 dari PDIP bernama La Sakka karena berstatus sebagai anggota Polri aktif.;https://www.cnnindonesia.com/nasional/20231206122403-617-1033580/kpu-coret-caleg-pdip-berstatus-polisi-aktif
PSI soal Ade Armando: Ini Masalah yang Perlu Ditangani Sangat Serius;Rabu, 06 Des 2023;CNN Indonesia;"DPP Partai Solidaritas Indonesia (PSI) akan menangani secara serius pernyataan kadernya Ade Armando yang berkomentar soal politik dinasti di Daerah Istimewa Yogyakarta (DIY).""Jadi, ini masalah yang buat kami perlu ditangani sangat serius. Oleh karenanya, proses di internal partai masih terus berlangsung,"" kata Wakil Ketua Dewan Pembina PSI Grace Natalie di Bangkalan, Jawa Timur, Rabu (6/12).";https://www.cnnindonesia.com/nasional/20231206134002-617-1033626/psi-soal-ade-armando-ini-masalah-yang-perlu-ditangani-sangat-serius
Ganjar Tanggapi Gibran: Sarana Jadul Saja Bisa Hasilkan Tenaga Kerja;Rabu, 06 Des 2023;CNN Indonesia;"Calon presiden nomor urut 3 Ganjar Pranowo menanggapi sentilan calon wakil presiden nomor urut 2 sekaligus Wali Kota Surakarta, Gibran Rakabuming Raka terkait sarana dan prasarana sekolah menengah kejuruan di Jawa Tengah yang sudah ketinggalan zaman atau ""jadul"".";https://www.cnnindonesia.com/nasional/20231206125222-617-1033596/ganjar-tanggapi-gibran-sarana-jadul-saja-bisa-hasilkan-tenaga-kerja
Bawaslu Tak Permasalahkan Debat Cawapres Ditemani Capres;Rabu, 06 Des 2023;CNN Indonesia;Badan Pengawas Pemilihan Umum (Bawaslu) tidak mempermasalahkan format debat calon wakil presiden (cawapres) ditemani calon presiden (capres).;https://www.cnnindonesia.com/nasional/20231206122527-617-1033581/bawaslu-tak-permasalahkan-debat-cawapres-ditemani-capres
Timnas AMIN Klaim Ada Eks Kader Demokrat Bakal Gabung;Rabu, 06 Des 2023;CNN Indonesia;Tim Pemenangan Nasional Anies Baswedan-Muhaimin Iskandar (Timnas AMIN) menyebut ada calon anggota baru yang bakal bergabung dengan jajaran tim mereka.;https://www.cnnindonesia.com/nasional/20231206111016-617-1033528/timnas-amin-klaim-ada-eks-kader-demokrat-bakal-gabung
Anies, Prabowo, Ganjar Gencar ke Pesantren Sepekan Kampanye;Rabu, 06 Des 2023;CNN Indonesia;Tiga pasangan calon presiden dan calon wakil presiden yang maju di Pilpres 2024 tampak gencar mengunjungi pondok pesantren selama sepekan awal masa kampanye pilpres yang dimulai sejak 28 November 2023.;https://www.cnnindonesia.com/nasional/20231206094627-617-1033470/anies-prabowo-ganjar-gencar-ke-pesantren-sepekan-kampanye
TKN Prabowo Mau Gandeng Pengusaha Lokal untuk Bagi-bagi Susu Gratis;Rabu, 06 Des 2023;CNN Indonesia;Tim Kampanye Nasional (TKN) Prabowo-Gibran ingin bekerja sama dengan pengusaha susu lokal untuk program bagi-bagi susu gratis selama masa kampanye Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231206091840-617-1033456/tkn-prabowo-mau-gandeng-pengusaha-lokal-untuk-bagi-bagi-susu-gratis
Istana Bantah Kunker Jokowi Buntuti Lokasi Kampanye Ganjar;Rabu, 06 Des 2023;CNN Indonesia;Koordinator Staf Khusus Presiden Ari Dwipayana membantah anggapan kunjungan kerja (kunker) Presiden Joko Widodo (Jokowi) ke sejumlah daerah belakangan ini untuk 'membuntuti' agenda kampanye Ganjar Pranowo. Ari menegaskan agenda kunker Jokowi tak memilih momen-momen tertentu.;https://www.cnnindonesia.com/nasional/20231206085507-617-1033448/istana-bantah-kunker-jokowi-buntuti-lokasi-kampanye-ganjar
Elektabilitas Capres-Cawapres di Bali, NTB, NTT Berbagai Survei;Rabu, 06 Des 2023;CNN Indonesia;Sejumlah lembaga survei memetakan elektabilitas tiga pasangan calon peserta Pilpres 2024 di wilayah Bali, Nusa Tenggara Barat (NTB) dan Nusa Tenggara Timur (NTT). Survei dilakukan sebelum dan sesudah masa pendaftaran capres-cawapres;https://www.cnnindonesia.com/nasional/20231204124516-617-1032580/elektabilitas-capres-cawapres-di-bali-ntb-ntt-berbagai-survei
"Geger Butet ""Dibungkam"" Bicara Politik di Pentas Teater";Rabu, 06 Des 2023;CNN Indonesia;"Seniman Butet Kartaredjasa mengaku dibungkam dengan dilarang bicara yang memuat unsur politik dalam gelaran pentas teater berjudul ""Musuh Bebuyutan"" di Taman Ismail Marzuki (TIM), Jakarta, Jumat (1/12).";https://www.cnnindonesia.com/nasional/20231206061725-12-1033399/geger-butet-dibungkam-bicara-politik-di-pentas-teater
Mengenal Sistem Noken, Pemungutan Suara Ala Warga Adat di Papua;Rabu, 06 Des 2023;CNN Indonesia;Sistem noken adalah pola pemungutan suara dalam pemilu yang dilakukan di beberapa daerah di Pulau Papua. Sistem ini berbeda dengan yang biasa dilakukan di mayoritas wilayah lain di Indonesia.;https://www.cnnindonesia.com/nasional/20231205150415-617-1033143/mengenal-sistem-noken-pemungutan-suara-ala-warga-adat-di-papua
Airlangga Ajak Ribuan Kader di Jateng Lakukan Yel-yel 'Gibran-Golkar';Rabu, 06 Des 2023;CNN Indonesia;Ketua Umum Partai Golkar Airlangga Hartarto mengajak para kader partai itu yang berkumpul di Sukoharjo, Jawa Tengah (Jateng) untuk melakukan yel-yel, 'Gibran-Golkar'.;https://www.cnnindonesia.com/nasional/20231205200522-617-1033320/airlangga-ajak-ribuan-kader-di-jateng-lakukan-yel-yel-gibran-golkar
Cak Imin yakin AMIN Bisa Raup Suara 75 Persen di Aceh;Rabu, 06 Des 2023;CNN Indonesia;Calon Wakil Presiden nomor urut 1 Muhaimin Iskandar (Cak Imin) optimistis pihaknya bakal meraih meraup suara tertinggi di Aceh pada Pilpres 2024 ini.;https://www.cnnindonesia.com/nasional/20231205131522-617-1033073/cak-imin-yakin-amin-bisa-raup-suara-75-persen-di-aceh
Kampanye di Kaltim, Ganjar Berencana Sambangi IKN;Rabu, 06 Des 2023;CNN Indonesia;Calon presiden nomor urut 3 Ganjar Pranowo berencana menyambangi Ibu Kota Negara (IKN) Nusantara dalam lawatannya di Provinsi Kalimantan Timur.;https://www.cnnindonesia.com/nasional/20231205205844-617-1033340/kampanye-di-kaltim-ganjar-berencana-sambangi-ikn
Di Depan Ulama, Mahfud MD Janji Sejahterakan Pesantren;Rabu, 06 Des 2023;CNN Indonesia;Wakil presiden nomor urut tiga, Mahfud MD, berjanji akan melanjutkan program kesejahteraan pesantren. Janji itu disampaikan saat menghadiri sejumlah forum ulama di DKI Jakarta, Selasa (5/12) malam.;https://www.cnnindonesia.com/nasional/20231206003914-617-1033367/di-depan-ulama-mahfud-md-janji-sejahterakan-pesantren
Diperiksa 6 Jam, Aiman Dicecar 60 Pertanyaan soal Aparat Tak Netral;Selasa, 05 Des 2023;CNN Indonesia;Juru Bicara Tim Pemenangan Nasional (TPN) Ganjar-Mahfud Aiman Witjaksono rampung diperiksa penyidik Polda Metro Jaya soal pernyataan aparat tidak netral pada Pemilu 2024.;https://www.cnnindonesia.com/nasional/20231205201823-12-1033324/diperiksa-6-jam-aiman-dicecar-60-pertanyaan-soal-aparat-tak-netral
Anies Mau Bangun Stadion Internasional di Makassar dan Banjarmasin;Selasa, 05 Des 2023;CNN Indonesia;Calon presiden nomor urut 1 Anies Baswedan berencana membangun stadion bertaraf internasional di Makassar, Sulawesi Selatan dan Banjarmasin, Kalimantan Selatan jika menang Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231205151910-617-1033161/anies-mau-bangun-stadion-internasional-di-makassar-dan-banjarmasin
Timnas AMIN Harap Ignasius Jonan Bergabung Usai Dipuji Anies;Selasa, 05 Des 2023;CNN Indonesia;Juru Bicara Tim Nasional (Timnas) Pemenangan Anies Baswedan-Muhaimin Iskandar (AMIN), Billy David Nerotumilena berharap mantan Menteri Perhubungan Ignasius Jonan bergabung ke dalam tim.;https://www.cnnindonesia.com/nasional/20231205173200-617-1033250/timnas-amin-harap-ignasius-jonan-bergabung-usai-dipuji-anies
UU ITE Disahkan Jelang Pemilu, KontraS Duga Makin Banyak Kriminalisasi;Selasa, 05 Des 2023;CNN Indonesia;Komisi untuk Orang Hilang dan Korban Tindak Kekerasan (KontraS) mengkritik revisi kedua Undang-undang Nomor 11 Tahun 2016 tentang Informasi dan Transaksi Elektronik (UU ITE) yang disahkan pada Selasa (5/12).;https://www.cnnindonesia.com/nasional/20231205185539-32-1033295/uu-ite-disahkan-jelang-pemilu-kontras-duga-makin-banyak-kriminalisasi
Polisi Jelaskan Rentetan Perizinan dan Pengamanan Pentas Teater Butet;Selasa, 05 Des 2023;CNN Indonesia;Polisi menerangkan ihwal rentetan proses pengurusan izin hingga pengamanan pentas teater berjudul Musuh Bebuyutan di Taman Ismail Marzuki, Jakarta Pusat.;https://www.cnnindonesia.com/nasional/20231205191038-12-1033302/polisi-jelaskan-rentetan-perizinan-dan-pengamanan-pentas-teater-butet
DPC PDIP Jembrana Bali Cabut Laporan soal Perusakan Baliho dan APK;Selasa, 05 Des 2023;CNN Indonesia;DPC PDIP Jembrana, Bali, disebut telah mencabut laporan perusakan baliho atau alat peraga kampanye (APK) yang dilaporkan pihaknya beberapa hari lalu.;https://www.cnnindonesia.com/nasional/20231205182843-617-1033276/dpc-pdip-jembrana-bali-cabut-laporan-soal-perusakan-baliho-dan-apk
Heru Budi Tak Tahu soal Dugaan Kampanye di CFD: Saya Masih Tidur;Selasa, 05 Des 2023;CNN Indonesia;Penjabat (Pj) Gubernur DKI Jakarta Heru Budi Hartono mengklaim tak mengetahui ada dugaan kegiatan kampanye di hari bebas kendaraan bermotor (car free day/CFD) di Bundaran Hotel Indonesia (HI), Jakarta beberapa waktu lalu.;https://www.cnnindonesia.com/nasional/20231205190535-617-1033299/heru-budi-tak-tahu-soal-dugaan-kampanye-di-cfd-saya-masih-tidur
Hendropriyono Temui Prabowo di Kemhan;Selasa, 05 Des 2023;CNN Indonesia;Menteri Pertahanan Prabowo Subianto dikunjungi mantan Kepala BIN Jenderal TNI (Purn) A.M Hendropriyono di Kantor Kemhan, Jakarta, hari ini, Selasa (5/12).;https://www.cnnindonesia.com/nasional/20231205191009-617-1033300/hendropriyono-temui-prabowo-di-kemhan
Didatangi 3 Capres, Pimpinan Ponpes Cipasung Tasikmalaya Pilih Ganjar;Selasa, 05 Des 2023;CNN Indonesia;Pimpinan Pondok Pesantren Cipasung, Kabupaten Tasikmalaya, Jawa Barat KH Ubaidillah Ruhiat menyatakan dukungan kepada Ganjar Pranowo-Mahfud MD di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231205190159-617-1033297/didatangi-3-capres-pimpinan-ponpes-cipasung-tasikmalaya-pilih-ganjar
Timnas AMIN Respons Ajakan Debat Pilpres Bahasa Inggris Prabowo-Gibran;Selasa, 05 Des 2023;CNN Indonesia;Tim Pemenangan Nasional Anies Baswedan-Muhaimin Iskandar (AMIN) menjawab pernyataan kubu Prabowo-Gibran yang mengaku siap berdebat menggunakan bahasa Inggris di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231205180252-617-1033263/timnas-amin-respons-ajakan-debat-pilpres-bahasa-inggris-prabowo-gibran
Andre Rosiade Usul Debat Capres-Cawapres Bahasa Inggris;Selasa, 05 Des 2023;CNN Indonesia;Anggota Dewan Pembina Partai Gerindra Andre Rosiade mengusulkan sesi khusus debat capres dan cawapres Pilpres 2024 menggunakan bahasa Inggris.;https://www.cnnindonesia.com/nasional/20231205185640-617-1033296/andre-rosiade-usul-debat-capres-cawapres-bahasa-inggris
Polda Metro Bantah Intimidasi Pentas Teater Butet di TIM;Selasa, 05 Des 2023;CNN Indonesia;Polda Metro Jaya merespons soal dugaan intimidasi atau pelarangan terhadap seniman Butet Kartaredjasa berbicara terkait politik dalam pergelaran pentas teater berjudul Musuh Bebuyutan di Taman Ismail Marzuki (TIM), Jakarta Pusat, Jumat (1/12).;https://www.cnnindonesia.com/nasional/20231205172927-12-1033253/polda-metro-bantah-intimidasi-pentas-teater-butet-di-tim
Ma'ruf Amin soal Debat Khusus Cawapres: Untuk Ukur Kemampuan;Selasa, 05 Des 2023;CNN Indonesia;Wakil Presiden (Wapres) Ma'ruf Amin menilai pelaksanaan debat khusus bagi calon wakil presiden (cawapres) di Pilpres 2024 bisa menunjukkan publik tentang pemahaman para calon terhadap persoalan yang dihadapi.;https://www.cnnindonesia.com/nasional/20231205172130-617-1033244/maruf-amin-soal-debat-khusus-cawapres-untuk-ukur-kemampuan
Timnas AMIN soal Gibran Keliru Asam Folat: Cermin Intelektualitas;Selasa, 05 Des 2023;CNN Indonesia;Tim Pemenangan Nasional Anies Baswedan-Muhaimin Iskandar (Timnas AMIN) angkat suara ihwal cawapres nomor urut 2 Gibran Rakabuming Raka yang keliru menyebut ibu hamil membutuhkan asam sulfat untuk mencegah tengkes alias stunting.;https://www.cnnindonesia.com/nasional/20231205171232-617-1033242/timnas-amin-soal-gibran-keliru-asam-folat-cermin-intelektualitas
